O*NET-SOC Code,Element Name,Scale ID,Data Value,Recommend Suppress,Not Relevant
29-1071.01,Installation,IM,1.25,N,
29-1071.01,Installation,LV,0.62,N,Y
29-1071.01,Programming,IM,1.38,N,
29-1071.01,Programming,LV,0.62,N,N
29-1071.01,Operations Monitoring,IM,3.38,N,
29-1071.01,Operations Monitoring,LV,3.5,N,N
29-1071.01,Operation and Control,IM,3,N,
29-1071.01,Operation and Control,LV,3.38,N,N
29-1071.01,Equipment Maintenance,IM,2.25,N,
29-1071.01,Equipment Maintenance,LV,1.75,N,N
29-1071.01,Troubleshooting,IM,2.5,N,
29-1071.01,Troubleshooting,LV,2.5,N,N
29-1071.01,Repairing,IM,2,N,
29-1071.01,Repairing,LV,1.88,N,N
29-1071.01,Quality Control Analysis,IM,2.88,N,
29-1071.01,Quality Control Analysis,LV,2.88,N,N
29-1071.01,Judgment and Decision Making,IM,3.62,N,
29-1071.01,Judgment and Decision Making,LV,3.62,N,N
29-1071.01,Systems Analysis,IM,2.75,N,
29-1071.01,Systems Analysis,LV,2.88,N,N
29-1071.01,Systems Evaluation,IM,2.75,N,
29-1071.01,Systems Evaluation,LV,3.12,N,N
29-1071.01,Time Management,IM,3.38,N,
29-1071.01,Time Management,LV,3.12,N,N
29-1071.01,Management of Financial Resources,IM,1.75,N,
29-1071.01,Management of Financial Resources,LV,1.25,N,N
29-1071.01,Management of Material Resources,IM,2.12,N,
29-1071.01,Management of Material Resources,LV,2,N,N
29-1071.01,Management of Personnel Resources,IM,2.62,N,
29-1071.01,Management of Personnel Resources,LV,2.88,N,N
29-1081.00,Reading Comprehension,IM,4,N,
29-1081.00,Reading Comprehension,LV,5.25,N,N
29-1081.00,Active Listening,IM,4,N,
29-1081.00,Active Listening,LV,4.62,N,N
29-1081.00,Writing,IM,3.88,N,
29-1081.00,Writing,LV,4.25,N,N
29-1081.00,Speaking,IM,4,N,
29-1081.00,Speaking,LV,4.12,N,N
29-1081.00,Mathematics,IM,2.88,N,
29-1081.00,Mathematics,LV,3,N,N
29-1081.00,Science,IM,3.5,N,
29-1081.00,Science,LV,3.75,N,N
29-1081.00,Critical Thinking,IM,4,N,
29-1081.00,Critical Thinking,LV,4.25,N,N
29-1081.00,Active Learning,IM,4,N,
29-1081.00,Active Learning,LV,4.88,N,N
29-1081.00,Learning Strategies,IM,3.25,N,
29-1081.00,Learning Strategies,LV,3.5,N,N
29-1081.00,Monitoring,IM,3.88,N,
29-1081.00,Monitoring,LV,4,N,N
29-1081.00,Social Perceptiveness,IM,3.88,N,
29-1081.00,Social Perceptiveness,LV,4.12,N,N
29-1081.00,Coordination,IM,3.38,N,
29-1081.00,Coordination,LV,3.75,N,N
29-1081.00,Persuasion,IM,2.88,N,
29-1081.00,Persuasion,LV,3.12,N,N
29-1081.00,Negotiation,IM,2.62,N,
29-1081.00,Negotiation,LV,3,N,N
29-1081.00,Instructing,IM,3,N,
29-1081.00,Instructing,LV,3.5,N,N
29-1081.00,Service Orientation,IM,3.25,N,
29-1081.00,Service Orientation,LV,3.62,N,N
29-1081.00,Complex Problem Solving,IM,3.75,N,
29-1081.00,Complex Problem Solving,LV,4.12,N,N
29-1081.00,Operations Analysis,IM,2.62,N,
29-1081.00,Operations Analysis,LV,2.62,N,N
29-1081.00,Technology Design,IM,2.25,N,
29-1081.00,Technology Design,LV,2.38,N,N
29-1081.00,Equipment Selection,IM,2.25,N,
29-1081.00,Equipment Selection,LV,1.88,N,N
29-1081.00,Installation,IM,1,N,
29-1081.00,Installation,LV,0,N,Y
29-1081.00,Programming,IM,1.5,N,
29-1081.00,Programming,LV,0.5,N,N
29-1081.00,Operations Monitoring,IM,2.25,N,
29-1081.00,Operations Monitoring,LV,2.25,N,N
29-1081.00,Operation and Control,IM,2.12,N,
29-1081.00,Operation and Control,LV,2.12,N,N
29-1081.00,Equipment Maintenance,IM,1,N,
29-1081.00,Equipment Maintenance,LV,0,N,Y
29-1081.00,Troubleshooting,IM,2,N,
29-1081.00,Troubleshooting,LV,1.88,N,N
29-1081.00,Repairing,IM,1,N,
29-1081.00,Repairing,LV,0,N,Y
29-1081.00,Quality Control Analysis,IM,2.38,N,
29-1081.00,Quality Control Analysis,LV,2.62,N,N
29-1081.00,Judgment and Decision Making,IM,3.88,N,
29-1081.00,Judgment and Decision Making,LV,4,N,N
29-1081.00,Systems Analysis,IM,3.12,N,
29-1081.00,Systems Analysis,LV,3.12,N,N
29-1081.00,Systems Evaluation,IM,3.12,N,
29-1081.00,Systems Evaluation,LV,3.12,N,N
29-1081.00,Time Management,IM,3,N,
29-1081.00,Time Management,LV,3.5,N,N
29-1081.00,Management of Financial Resources,IM,2.25,N,
29-1081.00,Management of Financial Resources,LV,2.5,N,N
29-1081.00,Management of Material Resources,IM,2.25,N,
29-1081.00,Management of Material Resources,LV,2.5,N,N
29-1081.00,Management of Personnel Resources,IM,3,N,
29-1081.00,Management of Personnel Resources,LV,3,N,N
29-1122.00,Reading Comprehension,IM,4,N,
29-1122.00,Reading Comprehension,LV,4,N,N
29-1122.00,Active Listening,IM,4.12,N,
29-1122.00,Active Listening,LV,4,N,N
29-1122.00,Writing,IM,4,N,
29-1122.00,Writing,LV,4,N,N
29-1122.00,Speaking,IM,4,N,
29-1122.00,Speaking,LV,4,N,N
29-1122.00,Mathematics,IM,2,N,
29-1122.00,Mathematics,LV,2,N,N
29-1122.00,Science,IM,2.75,N,
29-1122.00,Science,LV,2.75,N,N
29-1122.00,Critical Thinking,IM,4,N,
29-1122.00,Critical Thinking,LV,4,N,N
29-1122.00,Active Learning,IM,3.88,N,
29-1122.00,Active Learning,LV,3.88,N,N
29-1122.00,Learning Strategies,IM,3.88,N,
29-1122.00,Learning Strategies,LV,3.88,N,N
29-1122.00,Monitoring,IM,4.12,N,
29-1122.00,Monitoring,LV,4,N,N
29-1122.00,Social Perceptiveness,IM,4,N,
29-1122.00,Social Perceptiveness,LV,4,N,N
29-1122.00,Coordination,IM,3.75,N,
29-1122.00,Coordination,LV,3.88,N,N
29-1122.00,Persuasion,IM,3,N,
29-1122.00,Persuasion,LV,3.12,N,N
29-1122.00,Negotiation,IM,3,N,
29-1122.00,Negotiation,LV,2.88,N,N
29-1122.00,Instructing,IM,4,N,
29-1122.00,Instructing,LV,4,N,N
29-1122.00,Service Orientation,IM,4.12,N,
29-1122.00,Service Orientation,LV,4,N,N
29-1122.00,Complex Problem Solving,IM,3.25,N,
29-1122.00,Complex Problem Solving,LV,3.75,N,N
29-1122.00,Operations Analysis,IM,3.12,N,
29-1122.00,Operations Analysis,LV,3,N,N
29-1122.00,Technology Design,IM,1.88,N,
29-1122.00,Technology Design,LV,1.38,N,N
29-1122.00,Equipment Selection,IM,1.25,N,
29-1122.00,Equipment Selection,LV,0.25,N,Y
29-1122.00,Installation,IM,1,N,
29-1122.00,Installation,LV,0,N,Y
29-1122.00,Programming,IM,1.75,N,
29-1122.00,Programming,LV,1,N,N
29-1122.00,Operations Monitoring,IM,2.12,N,
29-1122.00,Operations Monitoring,LV,2.12,N,N
29-1122.00,Operation and Control,IM,1.62,N,
29-1122.00,Operation and Control,LV,1,N,N
29-1122.00,Equipment Maintenance,IM,1,N,
29-1122.00,Equipment Maintenance,LV,0,N,Y
29-1122.00,Troubleshooting,IM,1.88,N,
29-1122.00,Troubleshooting,LV,1,N,N
29-1122.00,Repairing,IM,1,N,
29-1122.00,Repairing,LV,0,N,Y
29-1122.00,Quality Control Analysis,IM,2.12,N,
29-1122.00,Quality Control Analysis,LV,1.75,N,N
29-1122.00,Judgment and Decision Making,IM,4,N,
29-1122.00,Judgment and Decision Making,LV,3.88,N,N
29-1122.00,Systems Analysis,IM,3.12,N,
29-1122.00,Systems Analysis,LV,3.12,N,N
29-1122.00,Systems Evaluation,IM,3.12,N,
29-1122.00,Systems Evaluation,LV,3.12,N,N
29-1122.00,Time Management,IM,3.75,N,
29-1122.00,Time Management,LV,3.88,N,N
29-1122.00,Management of Financial Resources,IM,2.25,N,
29-1122.00,Management of Financial Resources,LV,1.62,N,N
29-1122.00,Management of Material Resources,IM,2.12,N,
29-1122.00,Management of Material Resources,LV,2,N,N
29-1122.00,Management of Personnel Resources,IM,3,N,
29-1122.00,Management of Personnel Resources,LV,3,N,N
29-1122.01,Reading Comprehension,IM,3.88,N,
29-1122.01,Reading Comprehension,LV,4,N,N
29-1122.01,Active Listening,IM,4,N,
29-1122.01,Active Listening,LV,4,N,N
29-1122.01,Writing,IM,3.75,N,
29-1122.01,Writing,LV,4,N,N
29-1122.01,Speaking,IM,4,N,
29-1122.01,Speaking,LV,4,N,N
29-1122.01,Mathematics,IM,2.12,N,
29-1122.01,Mathematics,LV,1.88,N,N
29-1122.01,Science,IM,2,N,
29-1122.01,Science,LV,1.38,N,N
29-1122.01,Critical Thinking,IM,3.5,N,
29-1122.01,Critical Thinking,LV,3.88,N,N
29-1122.01,Active Learning,IM,3.75,N,
29-1122.01,Active Learning,LV,3.88,N,N
29-1122.01,Learning Strategies,IM,4,N,
29-1122.01,Learning Strategies,LV,3.88,N,N
29-1122.01,Monitoring,IM,3.75,N,
29-1122.01,Monitoring,LV,4,N,N
29-1122.01,Social Perceptiveness,IM,3.88,N,
29-1122.01,Social Perceptiveness,LV,4,N,N
29-1122.01,Coordination,IM,3,N,
29-1122.01,Coordination,LV,3.12,N,N
29-1122.01,Persuasion,IM,3.12,N,
29-1122.01,Persuasion,LV,3.12,N,N
29-1122.01,Negotiation,IM,3,N,
29-1122.01,Negotiation,LV,3,N,N
29-1122.01,Instructing,IM,3.88,N,
29-1122.01,Instructing,LV,3.75,N,N
29-1122.01,Service Orientation,IM,3.88,N,
29-1122.01,Service Orientation,LV,3.5,N,N
29-1122.01,Complex Problem Solving,IM,3.5,N,
29-1122.01,Complex Problem Solving,LV,3.5,N,N
29-1122.01,Operations Analysis,IM,1.38,N,
29-1122.01,Operations Analysis,LV,0.75,N,N
29-1122.01,Technology Design,IM,2,N,
29-1122.01,Technology Design,LV,1.62,N,N
29-1122.01,Equipment Selection,IM,1.12,N,
29-1122.01,Equipment Selection,LV,0.25,N,Y
29-1122.01,Installation,IM,1,N,
29-1122.01,Installation,LV,0,N,Y
29-1122.01,Programming,IM,1.38,N,
29-1122.01,Programming,LV,0.5,N,N
29-1122.01,Operations Monitoring,IM,2.25,N,
29-1122.01,Operations Monitoring,LV,2.25,N,N
29-1122.01,Operation and Control,IM,2,N,
29-1122.01,Operation and Control,LV,2,N,N
29-1122.01,Equipment Maintenance,IM,1,N,
29-1122.01,Equipment Maintenance,LV,0,N,Y
29-1122.01,Troubleshooting,IM,1.62,N,
29-1122.01,Troubleshooting,LV,0.62,N,N
29-1122.01,Repairing,IM,1,N,
29-1122.01,Repairing,LV,0,N,Y
29-1122.01,Quality Control Analysis,IM,1.88,N,
29-1122.01,Quality Control Analysis,LV,1.38,N,N
29-1122.01,Judgment and Decision Making,IM,3.38,N,
29-1122.01,Judgment and Decision Making,LV,3.38,N,N
29-1122.01,Systems Analysis,IM,3,N,
29-1122.01,Systems Analysis,LV,3.12,N,N
29-1122.01,Systems Evaluation,IM,3,N,
29-1122.01,Systems Evaluation,LV,3.12,N,N
29-1122.01,Time Management,IM,3,N,
29-1122.01,Time Management,LV,3.12,N,N
29-1122.01,Management of Financial Resources,IM,1.12,N,
29-1122.01,Management of Financial Resources,LV,0.12,N,Y
29-1122.01,Management of Material Resources,IM,1.62,N,
29-1122.01,Management of Material Resources,LV,0.75,N,N
29-1122.01,Management of Personnel Resources,IM,2.75,N,
29-1122.01,Management of Personnel Resources,LV,2.88,N,N
29-1123.00,Reading Comprehension,IM,4,N,
29-1123.00,Reading Comprehension,LV,4.38,N,N
29-1123.00,Active Listening,IM,4,N,
29-1123.00,Active Listening,LV,4.12,N,N
29-1123.00,Writing,IM,3.88,N,
29-1123.00,Writing,LV,4,N,N
29-1123.00,Speaking,IM,4,N,
29-1123.00,Speaking,LV,4.12,N,N
29-1123.00,Mathematics,IM,2.12,N,
29-1123.00,Mathematics,LV,2.62,N,N
29-1123.00,Science,IM,2.62,N,
29-1123.00,Science,LV,2.75,N,N
29-1123.00,Critical Thinking,IM,4,N,
29-1123.00,Critical Thinking,LV,3.88,N,N
29-1123.00,Active Learning,IM,3.12,N,
29-1123.00,Active Learning,LV,3.25,N,N
29-1123.00,Learning Strategies,IM,3.12,N,
29-1123.00,Learning Strategies,LV,3.12,N,N
29-1123.00,Monitoring,IM,3.88,N,
29-1123.00,Monitoring,LV,3.88,N,N
29-1123.00,Social Perceptiveness,IM,4,N,
29-1123.00,Social Perceptiveness,LV,4,N,N
29-1123.00,Coordination,IM,3.25,N,
29-1123.00,Coordination,LV,3.75,N,N
29-1123.00,Persuasion,IM,3,N,
29-1123.00,Persuasion,LV,3.12,N,N
29-1123.00,Negotiation,IM,3,N,
29-1123.00,Negotiation,LV,3,N,N
29-1123.00,Instructing,IM,3.38,N,
29-1123.00,Instructing,LV,3.62,N,N
29-1123.00,Service Orientation,IM,4,N,
29-1123.00,Service Orientation,LV,4,N,N
29-1123.00,Complex Problem Solving,IM,3.38,N,
29-1123.00,Complex Problem Solving,LV,3.38,N,N
29-1123.00,Operations Analysis,IM,2.75,N,
29-1123.00,Operations Analysis,LV,2.75,N,N
29-1123.00,Technology Design,IM,1.88,N,
29-1123.00,Technology Design,LV,1.62,N,N
29-1123.00,Equipment Selection,IM,1.75,N,
29-1123.00,Equipment Selection,LV,0.88,N,N
29-1123.00,Installation,IM,1.12,N,
29-1123.00,Installation,LV,0.25,N,Y
29-1123.00,Programming,IM,1.62,N,
29-1123.00,Programming,LV,0.88,N,N
29-1123.00,Operations Monitoring,IM,2.25,N,
29-1123.00,Operations Monitoring,LV,2.12,N,N
29-1123.00,Operation and Control,IM,2,N,
29-1123.00,Operation and Control,LV,1.75,N,N
29-1123.00,Equipment Maintenance,IM,1.38,N,
29-1123.00,Equipment Maintenance,LV,0.62,N,N
29-1123.00,Troubleshooting,IM,2,N,
29-1123.00,Troubleshooting,LV,1.75,N,N
29-1123.00,Repairing,IM,1.38,N,
29-1123.00,Repairing,LV,0.62,N,N
29-1123.00,Quality Control Analysis,IM,2,N,
29-1123.00,Quality Control Analysis,LV,1.88,N,N
29-1123.00,Judgment and Decision Making,IM,3.75,N,
29-1123.00,Judgment and Decision Making,LV,3.88,N,N
29-1123.00,Systems Analysis,IM,3.12,N,
29-1123.00,Systems Analysis,LV,3.12,N,N
29-1123.00,Systems Evaluation,IM,3.12,N,
29-1123.00,Systems Evaluation,LV,3,N,N
29-1123.00,Time Management,IM,3.62,N,
29-1123.00,Time Management,LV,3.75,N,N
29-1123.00,Management of Financial Resources,IM,2,N,
29-1123.00,Management of Financial Resources,LV,1.12,N,N
29-1123.00,Management of Material Resources,IM,2,N,
29-1123.00,Management of Material Resources,LV,1.5,N,N
29-1123.00,Management of Personnel Resources,IM,2.88,N,
29-1123.00,Management of Personnel Resources,LV,3.12,N,N
29-1124.00,Reading Comprehension,IM,3.75,N,
29-1124.00,Reading Comprehension,LV,3.88,N,N
29-1124.00,Active Listening,IM,3.75,N,
29-1124.00,Active Listening,LV,3.88,N,N
29-1124.00,Writing,IM,3.12,N,
29-1124.00,Writing,LV,3.25,N,N
29-1124.00,Speaking,IM,3.25,N,
29-1124.00,Speaking,LV,3.5,N,N
29-1124.00,Mathematics,IM,2.75,N,
29-1124.00,Mathematics,LV,2.88,N,N
29-1124.00,Science,IM,2.75,N,
29-1124.00,Science,LV,3,N,N
29-1124.00,Critical Thinking,IM,3.5,N,
29-1124.00,Critical Thinking,LV,3.75,N,N
29-1124.00,Active Learning,IM,3,N,
29-1124.00,Active Learning,LV,3,N,N
29-1124.00,Learning Strategies,IM,2.88,N,
29-1124.00,Learning Strategies,LV,3,N,N
29-1124.00,Monitoring,IM,3.25,N,
29-1124.00,Monitoring,LV,3.38,N,N
29-1124.00,Social Perceptiveness,IM,3.38,N,
29-1124.00,Social Perceptiveness,LV,3.62,N,N
29-1124.00,Coordination,IM,3.25,N,
29-1124.00,Coordination,LV,3.12,N,N
29-1124.00,Persuasion,IM,2.62,N,
29-1124.00,Persuasion,LV,2.75,N,N
29-1124.00,Negotiation,IM,2.62,N,
29-1124.00,Negotiation,LV,2.5,N,N
29-1124.00,Instructing,IM,3,N,
29-1124.00,Instructing,LV,3.38,N,N
29-1124.00,Service Orientation,IM,3.25,N,
29-1124.00,Service Orientation,LV,3.25,N,N
29-1124.00,Complex Problem Solving,IM,3.12,N,
29-1124.00,Complex Problem Solving,LV,3,N,N
29-1124.00,Operations Analysis,IM,2.62,N,
29-1124.00,Operations Analysis,LV,2.62,N,N
29-1124.00,Technology Design,IM,1.88,N,
29-1124.00,Technology Design,LV,1,N,N
29-1124.00,Equipment Selection,IM,2.62,N,
29-1124.00,Equipment Selection,LV,2.62,N,N
29-1124.00,Installation,IM,1,N,
29-1124.00,Installation,LV,0,N,Y
29-1124.00,Programming,IM,1.75,N,
29-1124.00,Programming,LV,1.12,N,N
29-1124.00,Operations Monitoring,IM,3.38,N,
29-1124.00,Operations Monitoring,LV,3.38,N,N
29-1124.00,Operation and Control,IM,3.12,N,
29-1124.00,Operation and Control,LV,3.5,N,N
29-1124.00,Equipment Maintenance,IM,2.75,N,
29-1124.00,Equipment Maintenance,LV,2.75,N,N
29-1124.00,Troubleshooting,IM,2.88,N,
29-1124.00,Troubleshooting,LV,2.75,N,N
29-1124.00,Repairing,IM,2.25,N,
29-1124.00,Repairing,LV,2.12,N,N
29-1124.00,Quality Control Analysis,IM,2.88,N,
29-1124.00,Quality Control Analysis,LV,3.38,N,N
29-1124.00,Judgment and Decision Making,IM,2.88,N,
29-1124.00,Judgment and Decision Making,LV,3.12,N,N
29-1124.00,Systems Analysis,IM,2.62,N,
29-1124.00,Systems Analysis,LV,2.75,N,N
29-1124.00,Systems Evaluation,IM,2.62,N,
29-1124.00,Systems Evaluation,LV,2.75,N,N
29-1124.00,Time Management,IM,3.12,N,
29-1124.00,Time Management,LV,3.25,N,N
29-1124.00,Management of Financial Resources,IM,2,N,
29-1124.00,Management of Financial Resources,LV,1,N,N
29-1124.00,Management of Material Resources,IM,2.12,N,
29-1124.00,Management of Material Resources,LV,1.38,N,N
29-1124.00,Management of Personnel Resources,IM,2.88,N,
29-1124.00,Management of Personnel Resources,LV,2.88,N,N
29-1125.00,Reading Comprehension,IM,3.88,N,
29-1125.00,Reading Comprehension,LV,4,N,N
29-1125.00,Active Listening,IM,4,N,
29-1125.00,Active Listening,LV,4,N,N
29-1125.00,Writing,IM,3.88,N,
29-1125.00,Writing,LV,4,N,N
29-1125.00,Speaking,IM,4,N,
29-1125.00,Speaking,LV,4,N,N
29-1125.00,Mathematics,IM,2,N,
29-1125.00,Mathematics,LV,2,N,N
29-1125.00,Science,IM,2,N,
29-1125.00,Science,LV,1.75,N,N
29-1125.00,Critical Thinking,IM,3.88,N,
29-1125.00,Critical Thinking,LV,4,N,N
29-1125.00,Active Learning,IM,3.38,N,
29-1125.00,Active Learning,LV,3.25,N,N
29-1125.00,Learning Strategies,IM,3.38,N,
29-1125.00,Learning Strategies,LV,3.5,N,N
29-1125.00,Monitoring,IM,3.38,N,
29-1125.00,Monitoring,LV,3.88,N,N
29-1125.00,Social Perceptiveness,IM,4,N,
29-1125.00,Social Perceptiveness,LV,4.12,N,N
29-1125.00,Coordination,IM,4,N,
29-1125.00,Coordination,LV,3.88,N,N
29-1125.00,Persuasion,IM,3.38,N,
29-1125.00,Persuasion,LV,3.75,N,N
29-1125.00,Negotiation,IM,3.12,N,
29-1125.00,Negotiation,LV,3.12,N,N
29-1125.00,Instructing,IM,3.88,N,
29-1125.00,Instructing,LV,3.75,N,N
29-1125.00,Service Orientation,IM,4.12,N,
29-1125.00,Service Orientation,LV,4.25,N,N
29-1125.00,Complex Problem Solving,IM,3.5,N,
29-1125.00,Complex Problem Solving,LV,3.5,N,N
29-1125.00,Operations Analysis,IM,2.75,N,
29-1125.00,Operations Analysis,LV,3,N,N
29-1125.00,Technology Design,IM,1.88,N,
29-1125.00,Technology Design,LV,1.12,N,N
29-1125.00,Equipment Selection,IM,1.38,N,
29-1125.00,Equipment Selection,LV,0.38,N,N
29-1125.00,Installation,IM,1,N,
29-1125.00,Installation,LV,0,N,Y
29-1125.00,Programming,IM,1.5,N,
29-1125.00,Programming,LV,0.62,N,N
29-1125.00,Operations Monitoring,IM,1.75,N,
29-1125.00,Operations Monitoring,LV,1.5,N,N
29-1125.00,Operation and Control,IM,1.75,N,
29-1125.00,Operation and Control,LV,1.25,N,N
29-1125.00,Equipment Maintenance,IM,1,N,
29-1125.00,Equipment Maintenance,LV,0,N,Y
29-1125.00,Troubleshooting,IM,1.5,N,
29-1125.00,Troubleshooting,LV,0.5,N,N
29-1125.00,Repairing,IM,1,N,
29-1125.00,Repairing,LV,0,N,Y
29-1125.00,Quality Control Analysis,IM,1.88,N,
29-1125.00,Quality Control Analysis,LV,1.38,N,N
29-1125.00,Judgment and Decision Making,IM,3.12,N,
29-1125.00,Judgment and Decision Making,LV,3.12,N,N
29-1125.00,Systems Analysis,IM,3,N,
29-1125.00,Systems Analysis,LV,2.88,N,N
29-1125.00,Systems Evaluation,IM,3,N,
29-1125.00,Systems Evaluation,LV,3,N,N
29-1125.00,Time Management,IM,3.25,N,
29-1125.00,Time Management,LV,3.12,N,N
29-1125.00,Management of Financial Resources,IM,1.88,N,
29-1125.00,Management of Financial Resources,LV,1.62,N,N
29-1125.00,Management of Material Resources,IM,2,N,
29-1125.00,Management of Material Resources,LV,1.88,N,N
29-1125.00,Management of Personnel Resources,IM,2.75,N,
29-1125.00,Management of Personnel Resources,LV,3,N,N
29-1126.00,Reading Comprehension,IM,3.62,N,
29-1126.00,Reading Comprehension,LV,4,N,N
29-1126.00,Active Listening,IM,3.88,N,
29-1126.00,Active Listening,LV,3.88,N,N
29-1126.00,Writing,IM,3.12,N,
29-1126.00,Writing,LV,3.5,N,N
29-1126.00,Speaking,IM,3.75,N,
29-1126.00,Speaking,LV,4,N,N
29-1126.00,Mathematics,IM,2.75,N,
29-1126.00,Mathematics,LV,2.88,N,N
29-1126.00,Science,IM,3,N,
29-1126.00,Science,LV,3.5,N,N
29-1126.00,Critical Thinking,IM,3.88,N,
29-1126.00,Critical Thinking,LV,4,N,N
29-1126.00,Active Learning,IM,3.62,N,
29-1126.00,Active Learning,LV,3.62,N,N
29-1126.00,Learning Strategies,IM,3.12,N,
29-1126.00,Learning Strategies,LV,3,N,N
29-1126.00,Monitoring,IM,3.88,N,
29-1126.00,Monitoring,LV,3.88,N,N
29-1126.00,Social Perceptiveness,IM,3.62,N,
29-1126.00,Social Perceptiveness,LV,3.75,N,N
29-1126.00,Coordination,IM,3.38,N,
29-1126.00,Coordination,LV,3,N,N
29-1126.00,Persuasion,IM,2.88,N,
29-1126.00,Persuasion,LV,2.88,N,N
29-1126.00,Negotiation,IM,2.88,N,
29-1126.00,Negotiation,LV,2.88,N,N
29-1126.00,Instructing,IM,3.25,N,
29-1126.00,Instructing,LV,3,N,N
29-1126.00,Service Orientation,IM,3.62,N,
29-1126.00,Service Orientation,LV,3.62,N,N
29-1126.00,Complex Problem Solving,IM,3.38,N,
29-1126.00,Complex Problem Solving,LV,3.12,N,N
29-1126.00,Operations Analysis,IM,2.12,N,
29-1126.00,Operations Analysis,LV,2.12,N,N
29-1126.00,Technology Design,IM,2.12,N,
29-1126.00,Technology Design,LV,1.38,N,N
29-1126.00,Equipment Selection,IM,2.38,N,
29-1126.00,Equipment Selection,LV,2.25,N,N
29-1126.00,Installation,IM,1,N,
29-1126.00,Installation,LV,0,N,Y
29-1126.00,Programming,IM,1.5,N,
29-1126.00,Programming,LV,0.5,N,N
29-1126.00,Operations Monitoring,IM,3,N,
29-1126.00,Operations Monitoring,LV,3,N,N
29-1126.00,Operation and Control,IM,2.88,N,
29-1126.00,Operation and Control,LV,3,N,N
29-1126.00,Equipment Maintenance,IM,2.25,N,
29-1126.00,Equipment Maintenance,LV,2.38,N,N
29-1126.00,Troubleshooting,IM,2.38,N,
29-1126.00,Troubleshooting,LV,2.12,N,N
29-1126.00,Repairing,IM,2.25,N,
29-1126.00,Repairing,LV,2.12,N,N
29-1126.00,Quality Control Analysis,IM,3,N,
29-1126.00,Quality Control Analysis,LV,3,N,N
29-1126.00,Judgment and Decision Making,IM,3.38,N,
29-1126.00,Judgment and Decision Making,LV,3.5,N,N
29-1126.00,Systems Analysis,IM,2.88,N,
29-1126.00,Systems Analysis,LV,2.88,N,N
29-1126.00,Systems Evaluation,IM,2.88,N,
29-1126.00,Systems Evaluation,LV,3,N,N
29-1126.00,Time Management,IM,3.12,N,
29-1126.00,Time Management,LV,3.12,N,N
29-1126.00,Management of Financial Resources,IM,1.88,N,
29-1126.00,Management of Financial Resources,LV,1.38,N,N
29-1126.00,Management of Material Resources,IM,2,N,
29-1126.00,Management of Material Resources,LV,1.62,N,N
29-1126.00,Management of Personnel Resources,IM,2.88,N,
29-1126.00,Management of Personnel Resources,LV,3,N,N
29-1127.00,Reading Comprehension,IM,4.12,N,
29-1127.00,Reading Comprehension,LV,5,N,N
29-1127.00,Active Listening,IM,4.12,N,
29-1127.00,Active Listening,LV,4.12,N,N
29-1127.00,Writing,IM,4,N,
29-1127.00,Writing,LV,4.38,N,N
29-1127.00,Speaking,IM,4,N,
29-1127.00,Speaking,LV,4.25,N,N
29-1127.00,Mathematics,IM,2,N,
29-1127.00,Mathematics,LV,2.38,N,N
29-1127.00,Science,IM,2.88,N,
29-1127.00,Science,LV,3,N,N
29-1127.00,Critical Thinking,IM,4.12,N,
29-1127.00,Critical Thinking,LV,4.12,N,N
29-1127.00,Active Learning,IM,3.88,N,
29-1127.00,Active Learning,LV,4.25,N,N
29-1127.00,Learning Strategies,IM,4,N,
29-1127.00,Learning Strategies,LV,4.12,N,N
29-1127.00,Monitoring,IM,3.88,N,
29-1127.00,Monitoring,LV,4.12,N,N
29-1127.00,Social Perceptiveness,IM,4.12,N,
29-1127.00,Social Perceptiveness,LV,4.25,N,N
29-1127.00,Coordination,IM,3.25,N,
29-1127.00,Coordination,LV,3.75,N,N
29-1127.00,Persuasion,IM,2.88,N,
29-1127.00,Persuasion,LV,3,N,N
29-1127.00,Negotiation,IM,2.88,N,
29-1127.00,Negotiation,LV,2.88,N,N
29-1127.00,Instructing,IM,3.88,N,
29-1127.00,Instructing,LV,4,N,N
29-1127.00,Service Orientation,IM,3.75,N,
29-1127.00,Service Orientation,LV,3.75,N,N
29-1127.00,Complex Problem Solving,IM,3.88,N,
29-1127.00,Complex Problem Solving,LV,3.88,N,N
29-1127.00,Operations Analysis,IM,3,N,
